PlotID,Transect,Bearing_deg,Slope_%,Species,Location_m,Diam_cm,Decay_class,char_depth_mm,Stump_height_cm,Notes
FR47,2,260,0,UC,0.3,8.9,2,0,,
FR48,1,140,0,UC,0.9,8.7,1,0,,
FR48,1,140,0,UC,1.9,12.3,2,0,,
FR48,1,140,0,UC,2.2,8.7,2,0,,
FR48,1,140,0,UC,10.8,9.3,2,0,,
FR48,1,140,0,UC,16.3,12.7,3,1,,
FR48,1,140,0,UC,16.8,7.5,2,0,,
FR48,1,140,0,UC,23.5,13.5,2,0,,
FR48,1,140,0,UC,30.2,9.8,2,2,,
FR48,1,140,0,UC,41.2,11.3,2,0,,
FR48,1,140,0,UC,42.7,11.6,2,0,,
FR48,1,140,0,UC,44.6,13.7,2,0,,
FR48,1,140,0,UC,47.6,18.4,2,0,,
FR48,2,230,0,UC,2.8,8.4,2,0,,
FR48,2,230,0,UC,7.2,9.3,2,0,,
FR48,2,230,0,UC,19,9.4,2,0,,
FR48,2,230,0,UC,25.8,14.2,2,0,,
FR48,2,230,0,UC,30.4,12.8,2,0,,
FR48,2,230,0,UC,32.8,11.2,2,0,,
FR48,2,230,0,UC,38.5,12.1,2,1,,
FR48,2,230,0,UC,43.7,9.6,2,1,,
FR48,2,230,0,UC,48.1,15,2,0,,
FR49,1,300,0,UC,2.7,21.6,2,0,,
FR49,1,300,0,UC,5.2,41.7,2,1,61,
FR49,1,300,0,UC,12.2,44.3,2,2,,
FR49,1,300,0,UC,12.5,28.4,2,0,,
FR49,1,300,0,UC,26.4,27.9,2,3,,
FR49,1,300,0,UC,30.9,20.7,2,2,,
FR49,1,300,0,UC,36.4,15.9,2,1,,
FR49,1,300,0,UC,38,42.3,4,5,,
FR49,1,300,0,UC,41.5,21.7,2,2,,
FR49,1,300,0,UC,44.7,19.5,2,0,,
FR49,1,300,0,UC,45.6,15.2,2,2,,
FR49,1,300,0,UC,48,8.2,2,3,,
FR49,1,300,0,UC,48.2,21,2,0,,
FR49,2,30,20,UC,4.3,13.9,4,4,,
FR49,2,30,20,UC,10.1,23.8,1,2,,
FR49,2,30,20,At,11.2,33.3,2,0,,
FR49,2,30,20,U,11.2,32.5,2,0,,
FR49,2,30,20,U,11.2,19.5,2,1,,
FR49,2,30,20,U,17.6,7.8,2,0,,
FR49,2,30,20,U,18.1,34.7,2,3,,
FR49,2,30,20,U,21.7,11.7,2,0,,
FR49,2,30,20,UC,22,9.5,2,0,,
FR49,2,30,20,UC,22.6,12.5,2,0,,
FR49,2,30,20,UC,23.6,11,2,0,,
FR49,2,30,20,UC,24.3,30,2,1,,
FR49,2,30,20,UC,26.5,26.3,2,1,,
FR49,2,30,20,UC,32.8,10.9,2,0,,
FR49,2,30,20,UC,35.1,17.8,2,0,,
FR49,2,30,20,UC,35.1,21.5,2,0,,
FR49,2,30,20,UC,38.3,38.1,2,0,,
FR49,2,30,20,UC,40.8,16.7,2,0,,
FR49,2,30,20,UC,43.7,11.9,2,0,,
FR49,2,30,20,UC,47.9,43.6,2,0,,
FR49,2,30,20,UC,49.5,17.2,2,0,,
FR50,1,350,10,UC,1.7,8.4,2,0,,
FR50,1,350,10,UC,4.3,14.6,2,2,,
FR50,1,350,10,UC,5.8,9.7,2,3,,
FR50,1,350,10,UC,8.1,8.5,2,1,,
FR50,1,350,10,UC,8.4,10.6,2,2,,
FR50,1,350,10,UC,10.5,9.5,2,1,,
FR50,1,350,10,UC,10.4,13.3,2,2,,
FR50,1,350,10,UC,10.9,10.1,2,1,,
FR50,1,350,10,UC,12.5,8.1,2,3,,
FR50,1,350,10,UC,13.2,8.4,2,0,,
FR50,1,350,10,UC,14,10.5,2,1,,
FR50,1,350,10,UC,14.4,18,2,3,,
FR50,1,350,10,UC,14.6,12.7,2,2,,
FR50,1,350,10,UC,16.6,8.7,2,0,,
FR50,1,350,10,UC,16.7,12.6,2,2,,
FR50,1,350,10,UC,17.3,9,2,1,,
FR50,1,350,10,UC,18.3,11.9,2,0,,
FR50,1,350,10,UC,18.6,9.3,2,0,,
FR50,1,350,10,UC,20.7,13.2,2,1,,
FR50,1,350,10,UC,21.4,9.8,2,0,,
FR50,1,350,10,UC,22.5,13.2,2,3,,
FR50,1,350,10,UC,23.4,9.9,2,4,,
FR50,1,350,10,UC,24.2,11.3,2,0,,
FR50,1,350,10,UC,24.2,13.2,2,4,,
FR50,1,350,10,UC,28.8,8.9,2,2,,
FR50,1,350,10,UC,29.4,8.7,2,1,,
FR50,1,350,10,UC,29.6,10.3,2,0,,
FR50,1,350,10,UC,31.4,10.9,2,3,,
FR50,1,350,10,UC,34.9,8.6,2,2,,
FR50,1,350,10,UC,35.1,9.9,2,3,,
FR50,1,350,10,UC,37.2,9.5,2,1,,
FR50,1,350,10,UC,39.1,8.3,2,3,,
FR50,1,350,10,UC,39.4,8.3,2,5,,
FR50,1,350,10,UC,40.3,7.7,2,4,,
FR50,1,350,10,UC,40.9,10.7,2,0,,
FR50,1,350,10,UC,43.3,13.4,2,2,,
FR50,1,350,10,UC,43.9,10.5,2,0,,
FR50,1,350,10,UC,45.2,14.2,2,0,,
FR50,2,260,10,UC,42.2,13.9,2,1,,
FR50,2,260,10,UC,40.2,17,2,1,,
FR50,2,260,10,UC,40,17.9,2,3,,
FR50,2,260,10,UC,39.8,7.6,2,1,,
FR50,2,260,10,UC,38.8,8.2,2,2,,
FR50,2,260,10,UC,38.9,8.3,2,3,,
FR50,2,260,10,UC,37,17.1,2,0,,
FR50,2,260,10,UC,35,9.4,2,2,,
FR50,2,260,10,UC,34.1,15.4,2,2,,
FR50,2,260,10,UC,33.5,8.1,2,0,,
FR50,2,260,10,UC,30,16.5,2,2,,
FR50,2,260,10,UC,29.7,8.9,2,1,,
FR50,2,260,10,UC,28.8,9.9,2,1,,
FR50,2,260,10,UC,28.5,7.9,2,0,,
FR50,2,260,10,UC,27.8,9.7,2,2,,
FR50,2,260,10,UC,26.1,10.9,2,0,,
FR50,2,260,10,UC,25.7,12.9,2,2,,
FR50,2,260,10,UC,21.4,11.1,3,2,,
FR50,2,260,10,UC,18.4,12.2,2,3,,
FR50,2,260,10,UC,18.1,8.1,2,3,,
FR50,2,260,10,UC,12.9,13.2,2,0,,
FR50,2,260,10,UC,12.8,10,2,3,,
FR50,2,260,10,UC,12.2,11.6,2,4,77,
FR50,2,260,10,UC,10.5,8.1,2,3,,
FR50,2,260,10,UC,7.5,12.7,2,2,,
FR50,2,260,10,UC,5.7,15.3,2,2,,
FR50,2,260,10,UC,5.9,9.9,3,1,,
FR50,2,260,10,UC,3.2,9.2,3,3,,
FR50,2,260,10,UC,0.9,9.5,2,2,,
FR50,2,260,10,UC,0.9,9.3,2,1,,
FR51,1,130,0,UC,5.8,19.6,2,12,,
FR51,1,130,0,UC,6,8.6,2,0,,
FR51,1,130,0,UC,9.8,8.8,2,0,,
FR51,1,130,0,UC,12.2,7.7,4,4,,
FR51,1,130,0,UC,20.7,9.9,2,1,,
FR51,1,130,0,UC,28.4,8.5,2,4,,
FR51,1,130,0,UC,30.6,16.4,2,8,,
FR51,1,130,0,UC,31,12.2,2,1,,
FR51,1,130,0,UC,41.3,18.6,2,0,,
FR51,1,130,0,UC,44.8,8.1,2,0,,
FR51,2,220,0,UC,10.7,7.6,4,2,,
FR51,2,220,0,UC,14.2,8,2,0,,
FR51,2,220,0,UC,23.8,7.6,2,1,,
FR51,2,220,0,UC,24.2,10.5,2,1,,
FR51,2,220,0,UC,37.3,10,2,10,,
FR51,2,220,0,UC,42.6,13.5,2,4,79,
FR52,1,250,"95, 0",UC,6.8,8.1,2,0,,
FR52,1,250,"95, 0",Pl,10,10.5,2,0,,
FR52,1,250,"95, 0",UC,10.7,7.6,2,0,,
FR52,1,250,"95, 0",UC,13.6,8.1,2,0,,
FR52,1,250,"95, 0",UC,13.6,7.6,2,0,,
FR52,1,250,"95, 0",UC,20.8,8,2,0,,
FR52,1,250,"95, 0",UC,26.4,24.2,4,0,,
FR52,1,250,"95, 0",UC,26.4,17,4,0,,
FR52,1,250,"95, 0",UC,34.6,16.2,4,0,,
FR52,1,250,"95, 0",UC,33.6,15,4,0,,
FR52,1,250,"95, 0",Pl,37.5,9.1,2,0,,
FR52,2,160,35,UC,1.4,13,5,0,,
FR52,2,160,35,UC,4.5,7.7,2,0,,
FR52,2,160,35,UC,7.2,21.5,3,0,,
FR52,2,160,35,UC,9.8,18.4,5,0,,
FR52,2,160,35,UC,10.6,12,3,0,,
FR52,2,160,35,UC,11,31.1,5,0,,
FR52,2,160,35,UC,12.5,8,4,0,,
FR52,2,160,35,UC,15.2,25.7,4,0,,
FR52,2,160,35,UC,15.7,8.7,4,0,,
FR52,2,160,35,UC,16.1,9.1,4,0,,
FR52,2,160,35,UC,16.5,23.2,4,0,,
FR52,2,160,35,UC,17,17.9,3,0,,
FR52,2,160,35,UC,17.4,19.4,3,0,,
FR52,2,160,35,UC,17.8,17.6,4,0,,
FR52,2,160,35,UC,26.6,21.9,4,0,,
FR52,2,160,35,UC,26.6,15,3,0,,
FR52,2,160,35,UC,29.7,16.8,5,0,,
FR52,2,160,35,Pl,31.6,12.5,1,0,,
FR52,2,160,35,UC,37.9,8.5,3,0,,
FR52,2,160,35,UC,39.3,23.7,5,0,,
FR52,2,160,35,UC,40,12.4,5,0,,
FR52,2,160,35,UC,40.3,15,5,0,,
FR52,2,160,35,UC,42.4,8.9,2,0,,
FR52,2,160,35,UC,45.5,16.5,3,0,,
FR53,1,100,3,UC,4,7.7,2,0,,
FR53,2,190,3,UC,27.5,17.7,5,0,,
FR54,1,270,0,UC,10.5,9,4,0,,
FR54,1,270,0,U,33.2,9.5,5,2,,
FR54,1,270,0,UC,37,11,5,0,,
FR54,1,270,0,UC,37.2,12.2,5,0,,
FR54,2,360,2,UC,8.3,8.5,4,0,,
FR55,1,250,17,UC,8.7,25.9,4,0,,
FR55,1,250,17,UC,13.2,17,5,0,,
FR55,1,250,17,UC,16.5,15.5,4,0,,
FR55,1,250,17,UC,23,30,5,0,,
FR55,1,250,17,UC,26.5,23.9,3,0,,
FR55,1,250,17,UC,32.3,8.8,2,0,,
FR55,1,250,17,UC,33.2,8.1,3,0,,
FR55,1,250,17,UC,33.5,14.9,5,0,,
FR55,1,250,17,UC,37.6,8.8,2,0,,
FR55,1,250,17,UC,46.6,24.5,5,0,,
FR55,2,140,"0, 12",UC,47.4,28.5,4,0,,
FR55,2,140,"0, 12",UC,45.1,26.5,4,0,,
FR55,2,140,"0, 12",UC,41.3,33.1,4,0,,
FR55,2,140,"0, 12",UC,38.2,31.5,4,0,,
FR55,2,140,"0, 12",UC,37.9,21,4,0,,
FR55,2,140,"0, 12",UC,36.7,44,4,0,,
FR55,2,140,"0, 12",UC,34.6,27.2,3,0,,
FR55,2,140,"0, 12",UC,33.5,24.1,4,4,,
FR55,2,140,"0, 12",UC,31.7,11.7,2,0,,
FR55,2,140,"0, 12",UC,30.6,24.4,3,0,,
FR55,2,140,"0, 12",Pl,28.6,7.8,2,0,,
FR55,2,140,"0, 12",Pl,22.5,10.8,2,0,,
FR55,2,140,"0, 12",Pl,20.5,8.2,2,0,,
FR55,2,140,"0, 12",UC,19.8,9.7,2,0,,
FR55,2,140,"0, 12",UC,17,34.7,5,0,,
FR55,2,140,"0, 12",UC,14.2,14.5,4,0,,
FR55,2,140,"0, 12",UC,10.4,12.8,4,0,,
FR55,2,140,"0, 12",UC,9.6,14.5,4,0,,
FR55,2,140,"0, 12",UC,8.8,15.8,4,0,,
FR55,2,140,"0, 12",UC,3.3,13,4,0,,
FR55,2,140,"0, 12",UC,3.3,22,5,0,,
FR55,2,140,"0, 12",UC,0.2,11,4,0,,
FR56,1,20,0,UC,0.4,11.9,2,0,,
FR56,1,20,0,UC,1.3,8.1,2,0,,
FR56,1,20,0,UC,2.3,10.5,2,1,,
FR56,1,20,0,UC,4.1,8.4,2,0,,
FR56,1,20,0,UC,5.1,8.5,2,1,,
FR56,1,20,0,UC,5.7,13.8,2,<1,,
FR56,1,20,0,UC,5.5,9.8,2,0,,
FR56,1,20,0,UC,6.4,15,2,0,,
FR56,1,20,0,UC,6.8,8.9,2,0,,
FR56,1,20,0,UC,9.1,14.9,2,1,,
FR56,1,20,0,UC,10.2,11.7,2,<1,,
FR56,1,20,0,UC,10.6,9.3,2,0,,
FR56,1,20,0,UC,11.9,12.8,2,1,,
FR56,1,20,0,Pl,11.6,13.1,2,<1,,
FR56,1,20,0,UC,11.6,15.7,2,<1,,
FR56,1,20,0,Pl,12.7,11.2,2,<1,,
FR56,1,20,0,UC,12.7,13.1,2,1,,
FR56,1,20,0,UC,12.6,8.7,2,0,,
FR56,1,20,0,UC,13.5,7.6,2,1,,
FR56,1,20,0,UC,13.6,7.7,2,0,,
FR56,1,20,0,UC,14.6,13.6,2,1,,
FR56,1,20,0,UC,15.6,12.6,2,1,,
FR56,1,20,0,UC,16.9,12.2,2,<1,,
FR56,1,20,0,UC,17.4,13.4,2,<1,,
FR56,1,20,0,UC,17.7,8.1,2,0,,
FR56,1,20,0,UC,18.3,10.7,2,<1,,
FR56,1,20,0,UC,19.1,11.5,2,<1,,
FR56,1,20,0,UC,19.4,7.7,2,0,,
FR56,1,20,0,UC,19.8,8.2,3,0,,
FR56,1,20,0,UC,20.1,7.9,3,2,,
FR56,1,20,0,UC,20.8,14.6,2,1,,
FR56,1,20,0,UC,20.9,14.5,2,1,,
FR56,1,20,0,UC,21.6,12.8,2,2,,
FR56,1,20,0,UC,21.9,14.1,2,1,,
FR56,1,20,0,UC,22.7,17,2,<1,,
FR56,1,20,0,UC,23.3,13.3,2,<1,,
FR56,1,20,0,UC,23.7,10.2,2,1,,
FR56,1,20,0,UC,24.3,8.9,2,0,,
FR56,1,20,0,UC,24.1,8,2,<1,,
FR56,1,20,0,UC,26.2,11.8,2,<1,,
FR56,1,20,0,UC,26.6,11.9,2,0,,
FR56,1,20,0,UC,26.9,8.9,2,0,,
FR56,1,20,0,UC,28.1,10.4,2,1,,
FR56,1,20,0,UC,28.6,7.7,2,2,,
FR56,1,20,0,UC,28.7,17.7,2,1,,
FR56,1,20,0,UC,28.9,14.2,2,1,,
FR56,1,20,0,UC,32.4,10,2,0,,
FR56,1,20,0,UC,33.1,10.9,2,0,,
FR56,1,20,0,UC,36.7,11.2,2,<1,,
FR56,1,20,0,UC,38.4,11.6,3,1,,
FR56,1,20,0,UC,39.6,8,2,0,,
FR56,1,20,0,UC,40.8,10.4,2,1,,
FR56,1,20,0,UC,41.5,17,2,<1,,
FR56,1,20,0,UC,43.5,8.2,2,2,,
FR56,1,20,0,UC,45.2,8.1,2,0,,
FR56,1,20,0,UC,46.5,15,3,0,,
FR56,1,20,0,UC,46.9,8.9,2,2,,
FR56,1,20,0,UC,47.9,10.3,2,2,,
FR56,1,20,0,UC,48.7,12.6,2,1,,
FR56,1,20,0,UC,49.4,20.1,2,0,,
FR56,1,20,0,UC,49.5,8.7,2,1,,
FR56,2,290,0,UC,49.3,11.5,2,<1,,
FR56,2,290,0,UC,48.9,15.2,2,<1,,
FR56,2,290,0,UC,48,19.1,2,1,,
FR56,2,290,0,UC,47.6,9.1,2,0,,
FR56,2,290,0,UC,47.8,9,2,0,,
FR56,2,290,0,UC,46.9,14.6,2,1,,
FR56,2,290,0,UC,45.2,8.7,2,0,,
FR56,2,290,0,UC,43.8,9.5,2,0,,
FR56,2,290,0,UC,43.5,15.7,2,1,,
FR56,2,290,0,UC,43.1,12.9,2,0,,
FR56,2,290,0,UC,42.7,8.2,2,0,,
FR56,2,290,0,UC,42,14.7,2,1,,
FR56,2,290,0,UC,42.4,16.3,2,1,,
FR56,2,290,0,UC,40.8,10.5,2,0,,
FR56,2,290,0,UC,39.6,10.9,2,1,,
FR56,2,290,0,UC,38.6,17.7,2,1,,
FR56,2,290,0,UC,37.4,14,2,1,,
FR56,2,290,0,UC,36.2,8.9,2,0,,
FR56,2,290,0,UC,35.1,10,2,2,,
FR56,2,290,0,UC,33.5,13.2,2,0,,
FR56,2,290,0,UC,32.9,14.1,2,<1,,
FR56,2,290,0,UC,32.6,9.4,2,1,,
FR56,2,290,0,UC,32.1,14.9,2,1,,
FR56,2,290,0,UC,32.2,8.4,2,1,,
FR56,2,290,0,UC,30.4,7.9,2,0,,
FR56,2,290,0,UC,29.6,12.4,2,1,,
FR56,2,290,0,UC,28.8,14.9,2,1,,
FR56,2,290,0,UC,28.4,15.5,2,1,,
FR56,2,290,0,UC,28.7,8.7,2,1,,
FR56,2,290,0,UC,28.1,9.9,2,1,,
FR56,2,290,0,UC,26.4,11.3,2,1,,
FR56,2,290,0,UC,25.7,10.8,2,1,,
FR56,2,290,0,UC,25.5,8.9,2,<1,,
FR56,2,290,0,UC,25.2,10,2,0,,
FR56,2,290,0,UC,22.9,8.2,2,0,,
FR56,2,290,0,UC,22.6,12.7,2,<1,,
FR56,2,290,0,UC,21.4,12.6,2,0,,
FR56,2,290,0,UC,19.2,11,2,1,,
FR56,2,290,0,UC,18.7,8.6,2,0,,
FR56,2,290,0,UC,16.3,22.6,2,1,,
FR56,2,290,0,UC,13.5,19.2,3,0,,
FR56,2,290,0,UC,12.9,11.5,2,0,,
FR56,2,290,0,UC,12.2,11.2,2,0,,
FR56,2,290,0,UC,11.6,8.9,2,0,,
FR56,2,290,0,UC,10.4,10,2,1,,
FR56,2,290,0,UC,9.6,9.7,2,0,,
FR56,2,290,0,UC,9,7.8,2,0,,
FR56,2,290,0,UC,8.7,7.9,2,0,,
FR56,2,290,0,UC,8.3,11.8,2,<1,,
FR56,2,290,0,UC,7.1,10.9,2,0,,
FR56,2,290,0,UC,5.3,11.1,2,0,,
FR56,2,290,0,UC,4.9,8.5,2,0,,
FR56,2,290,0,UC,2.3,10.1,2,0,,
FR56,2,290,0,UC,0.5,9.5,2,1,,
FR57,1,260,0,UC,2,16.2,3,3,,
FR57,1,260,0,UC,3.1,16.6,2,2,,
FR57,1,260,0,UC,5.5,14.1,3,2,,
FR57,1,260,0,UC,11.5,10.5,3,5,,
FR57,1,260,0,UC,12.8,17.7,2,0,,
FR57,1,260,0,Sx,12.7,15.1,2,0,,
FR57,1,260,0,UC,12.7,21.5,2,0,,
FR57,1,260,0,Sx,13.6,21.5,2,0,,
FR57,1,260,0,UC,17.7,12.6,2,0,,
FR57,1,260,0,UC,17.9,18.6,2,0,,
FR57,1,260,0,UC,17.9,10.8,3,2,,
FR57,1,260,0,UC,18.4,14,4,1,,
FR57,1,260,0,UC,18.6,15.7,2,2,,
FR57,1,260,0,UC,20,12.7,2,0,,
FR57,1,260,0,UC,23.9,21.2,2,1,,
FR57,1,260,0,UC,30,17.3,3,0,,
FR57,1,260,0,UC,31,14.1,4,0,,
FR57,1,260,0,UC,31.4,15.1,2,0,,
FR57,1,260,0,UC,32,12.3,3,3,,
FR57,1,260,0,UC,32,24,4,0,,
FR57,1,260,0,UC,35.6,12.9,4,7,,
FR57,1,260,0,UC,37.4,12,4,3,,
FR57,1,260,0,UC,37.7,9,2,3,,
FR57,1,260,0,UC,40.2,12.6,4,2,,
FR57,1,260,0,UC,41.1,20.9,2,0,,
FR57,1,260,0,UC,41.1,22.4,3,1,,
FR57,1,260,0,UC,43.9,20.2,2,2,,
FR57,1,260,0,UC,45,13.2,2,1,,
FR57,1,260,0,UC,46.1,12.1,2,0,,
FR57,1,260,0,UC,46.4,22.5,3,2,,
FR57,1,260,0,UC,46.9,11.4,2,1,,
FR57,1,260,0,UC,48.2,14.4,3,2,,
FR57,1,260,0,UC,49.1,12.6,2,0,,
FR57,1,260,0,UC,48.9,8,2,3,,
FR57,1,260,0,UC,50,15.8,2,0,,
FR57,2,350,0,UC,0.6,15.8,2,0,,
FR57,2,350,0,UC,1.1,9.9,2,0,,
FR57,2,350,0,UC,1.2,14.7,2,1,,
FR57,2,350,0,UC,4.3,11.5,4,5,,
FR57,2,350,0,UC,4.3,12.2,2,0,,
FR57,2,350,0,UC,5,19,2,0,,
FR57,2,350,0,UC,5.6,30.4,2,0,,
FR57,2,350,0,UC,5.7,19,2,<1,,
FR57,2,350,0,UC,5.9,15.3,2,1,,
FR57,2,350,0,UC,6.2,18.5,2,0,,
FR57,2,350,0,UC,6.3,23.5,2,1,,
FR57,2,350,0,UC,8.4,16,4,1,,
FR57,2,350,0,UC,8.8,8,5,0,,
FR57,2,350,0,UC,9.9,20.7,3,0,,
FR57,2,350,0,UC,10.8,11.3,4,4,,
FR57,2,350,0,UC,11.2,18,3,0,,
FR57,2,350,0,UC,12.2,15.8,4,2,,
FR57,2,350,0,UC,15.1,16.7,2,1,,
FR57,2,350,0,UC,17.2,27,2,0,,
FR57,2,350,0,UC,22.5,14,2,0,,
FR57,2,350,0,UC,24.2,22.2,2,1,,
FR57,2,350,0,UC,26.5,27.3,2,<1,,
FR57,2,350,0,UC,29,22.7,2,4,,
FR57,2,350,0,UC,29.2,11,2,4,,
FR57,2,350,0,UC,32.2,10.7,2,0,,
FR57,2,350,0,UC,36.2,20.2,2,1,,
FR57,2,350,0,UC,38.3,14,2,1,,
FR57,2,350,0,UC,38.9,20.6,2,1,,
FR57,2,350,0,UC,39.2,11.9,2,0,,
FR57,2,350,0,UC,43.3,18.7,2,1,,
FR57,2,350,0,UC,45.9,17.7,4,1,,
FR58,1,110,0,UC,1.7,13.1,2,0,,
FR58,1,110,0,UC,0.8,12.6,2,2,,
FR58,1,110,0,UC,2.4,14,2,<1,,
FR58,1,110,0,UC,2.6,19,2,0,,
FR58,1,110,0,UC,3.5,11.6,2,<1,,
FR58,1,110,0,UC,3.8,7.9,2,1,,
FR58,1,110,0,UC,4.5,12.8,2,0,,
FR58,1,110,0,UC,4.5,8.5,2,0,,
FR58,1,110,0,UC,5.1,19.6,2,0,,
FR58,1,110,0,UC,5.9,19.7,2,<1,,
FR58,1,110,0,UC,6.3,11.3,2,0,,
FR58,1,110,0,UC,7.2,11.5,2,0,,
FR58,1,110,0,UC,7.8,8.3,2,0,,
FR58,1,110,0,UC,9.2,12.8,2,0,,
FR58,1,110,0,UC,10.9,9.3,2,<1,,
FR58,1,110,0,UC,11.7,17.1,2,<1,,
FR58,1,110,0,UC,14,10.9,2,2,,
FR58,1,110,0,UC,14.2,15.8,2,<1,,
FR58,1,110,0,UC,14.9,14.9,2,3,,
FR58,1,110,0,UC,15.2,9,2,0,,
FR58,1,110,0,UC,17.2,18.5,2,<1,,
FR58,1,110,0,UC,18.3,14.3,2,<1,,
FR58,1,110,0,UC,18.9,7.9,2,0,,
FR58,1,110,0,UC,20.2,9.1,2,1,,
FR58,1,110,0,UC,20.6,15.4,2,<1,,
FR58,1,110,0,UC,20.8,17.6,2,<1,,
FR58,1,110,0,UC,22.4,13.2,3,<1,,
FR58,1,110,0,UC,24.5,10.1,4,1,,
FR58,1,110,0,UC,25.4,12,2,0,,
FR58,1,110,0,UC,25.4,9.2,4,4,,
FR58,1,110,0,UC,27.5,12.9,4,2,,
FR58,1,110,0,UC,28.2,12.2,2,0,,
FR58,1,110,0,UC,28.3,15.1,2,<1,,
FR58,1,110,0,UC,28.6,12.2,2,<1,,
FR58,1,110,0,UC,30.2,11.6,2,<1,,
FR58,1,110,0,UC,30.6,9,2,0,,
FR58,1,110,0,UC,31,10.4,2,<1,,
FR58,1,110,0,UC,32.5,12.8,2,0,,
FR58,1,110,0,UC,33.1,11.7,2,0,,
FR58,1,110,0,UC,34.3,16.7,2,<1,,
FR58,1,110,0,UC,34.4,16.1,2,<1,,
FR58,1,110,0,UC,34.8,9.8,2,1,,
FR58,1,110,0,Sx,35,16.4,2,<1,,
FR58,1,110,0,UC,35.3,12.9,2,<1,,
FR58,1,110,0,UC,36.6,14.6,2,0,,
FR58,1,110,0,UC,37.4,13,2,<1,,
FR58,1,110,0,UC,37.7,9.4,2,<1,,
FR58,1,110,0,UC,38.3,15.9,2,0,,
FR58,1,110,0,UC,39,11.2,2,0,,
FR58,1,110,0,UC,39,8.5,2,2,,
FR58,1,110,0,UC,39.6,9.7,2,1,,
FR58,1,110,0,Sx,39.7,9.3,2,<1,,
FR58,1,110,0,UC,40.5,10.9,2,0,,
FR58,1,110,0,UC,41.2,10.3,2,0,,
FR58,1,110,0,UC,43.8,18.3,2,0,,
FR58,1,110,0,UC,44.7,10.5,4,1,,
FR58,2,200,"0, 8",UC,1.8,16.9,2,0,,
FR58,2,200,"0, 8",UC,0.2,8.1,2,2,,
FR58,2,200,"0, 8",UC,2.1,12.1,2,<1,,
FR58,2,200,"0, 8",UC,2.6,10.8,2,2,,
FR58,2,200,"0, 8",UC,2.1,12.5,2,<1,,
FR58,2,200,"0, 8",UC,2.9,8.7,2,4,,
FR58,2,200,"0, 8",UC,4.5,14,2,<1,,
FR58,2,200,"0, 8",UC,4.9,9.2,2,<1,,
FR58,2,200,"0, 8",UC,5.5,11,2,0,,
FR58,2,200,"0, 8",UC,8.1,10.4,2,0,,
FR58,2,200,"0, 8",UC,9.2,7.7,2,<1,,
FR58,2,200,"0, 8",UC,10.4,15,2,0,,
FR58,2,200,"0, 8",UC,11.9,14.5,4,2,,
FR58,2,200,"0, 8",UC,12.9,8.6,2,1,,
FR58,2,200,"0, 8",UC,13.9,10.8,2,1,,
FR58,2,200,"0, 8",UC,14.9,11.7,2,0,,
FR58,2,200,"0, 8",UC,14.9,7.7,2,0,,
FR58,2,200,"0, 8",UC,15.2,8.3,2,0,,
FR58,2,200,"0, 8",UC,15.5,10.3,2,<1,,
FR58,2,200,"0, 8",UC,15.6,12.5,2,0,,
FR58,2,200,"0, 8",UC,16.3,11.9,2,0,,
FR58,2,200,"0, 8",UC,16.8,19.6,2,<1,,
FR58,2,200,"0, 8",UC,17,9.5,2,2,,
FR58,2,200,"0, 8",UC,19.2,10.4,2,<1,,
FR58,2,200,"0, 8",UC,19.1,10.1,2,0,,
FR58,2,200,"0, 8",UC,19.1,11,4,1,,
FR58,2,200,"0, 8",UC,20.8,15.9,2,0,,
FR58,2,200,"0, 8",Sx,21.6,18.3,2,<1,,
FR58,2,200,"0, 8",UC,21.9,14.9,2,0,,
FR58,2,200,"0, 8",UC,22.5,12.9,2,0,,
FR58,2,200,"0, 8",UC,23,21.5,2,1,,
FR58,2,200,"0, 8",UC,23.9,9.6,2,0,,
FR58,2,200,"0, 8",UC,24.3,11.2,2,0,,
FR58,2,200,"0, 8",UC,24.6,9,3,1,,
FR58,2,200,"0, 8",UC,26.9,10.4,2,1,,
FR58,2,200,"0, 8",UC,27.3,17.3,2,<1,,
FR58,2,200,"0, 8",UC,27.6,9.9,2,0,,
FR58,2,200,"0, 8",UC,27.7,7.8,2,0,,
FR58,2,200,"0, 8",UC,28.7,9.3,2,0,,
FR58,2,200,"0, 8",UC,29.4,13.3,2,<1,,
FR58,2,200,"0, 8",UC,29.5,15.6,2,<1,,
FR58,2,200,"0, 8",UC,29.7,7.9,2,0,,
FR58,2,200,"0, 8",UC,30.6,10.3,4,1,,
FR58,2,200,"0, 8",UC,31.4,12.8,2,<1,,
FR58,2,200,"0, 8",UC,32.7,9.8,4,2,,
FR58,2,200,"0, 8",UC,32.9,8.1,2,0,,
FR58,2,200,"0, 8",UC,33.7,20.2,2,0,,
FR58,2,200,"0, 8",UC,34.9,11.7,2,0,,
FR58,2,200,"0, 8",UC,34.8,13.9,4,1,,
FR58,2,200,"0, 8",UC,34.9,10.7,4,4,,
FR58,2,200,"0, 8",UC,35.2,7.9,2,1,,
FR58,2,200,"0, 8",UC,35.5,14,2,1,,
FR58,2,200,"0, 8",UC,36.2,12.4,2,0,,
FR58,2,200,"0, 8",UC,38.3,17.1,3,0,,
FR58,2,200,"0, 8",UC,39.1,13.6,2,2,,
FR58,2,200,"0, 8",UC,41.2,9.5,2,2,,
FR58,2,200,"0, 8",UC,41.5,18.7,2,0,,
