PlotID,Transect,Bearing_deg,Slope_%,Species,Location_m,Diam_cm,Decay_class,char_depth_mm,Stump_height_cm,Notes
FR69,1,190,0,UC,49,21.6,5,12,,
FR69,2,280,0,UC,2.1,8.9,2,0,,
FR69,2,280,0,U,3.2,9.6,2,0,,
FR69,2,280,0,UC,3.3,13.4,2,0,,
FR69,2,280,0,UC,7.5,10.7,2,0,,
FR69,2,280,0,UC,9.5,10.2,5,<1,,
FR69,2,280,0,UC,9.6,25,4,1,,
FR69,2,280,0,UC,10.3,12.4,2,0,,
FR69,2,280,0,UC,10.7,7.7,2,0,,
FR69,2,280,0,UC,10.9,10.6,2,0,,
FR69,2,280,0,UC,11.3,13.4,2,0,,
FR69,2,280,0,UC,11.8,13,2,0,,
FR69,2,280,0,UC,14.1,18.9,5,4,,
FR69,2,280,0,UC,14.9,13.2,2,3,,
FR69,2,280,0,UC,15.9,14.9,3,0,,
FR69,2,280,0,UC,16.3,20.7,5,3,,
FR69,2,280,0,UC,16.7,7.6,2,0,,
FR69,2,280,0,Pl,26.4,16.9,2,0,,
FR69,2,280,0,Pl,26.7,11.3,2,0,,
FR69,2,280,0,UC,29.2,20.3,5,15,,
FR69,2,280,0,UC,32.8,26.3,3,<1,,
FR69,2,280,0,UC,36.3,9.6,2,0,,
FR69,2,280,0,UC,37.8,15.7,2,0,,
FR69,2,280,0,UC,38.1,14,2,0,,
FR69,2,280,0,UC,41.1,13.3,2,0,,
FR69,2,280,0,UC,44,9.4,2,0,,
FR69,2,280,0,UC,45.6,9.8,2,0,,
FR69,2,280,0,UC,46.5,13.6,2,0,,
FR69,2,280,0,UC,49.5,13.2,2,0,,
FR70,1,160,0,UC,1.4,8.6,1,0,,
FR70,1,160,0,UC,5.4,12.1,2,0,,
FR70,1,160,0,UC,5.7,23.4,2,1,,
FR70,1,160,0,UC,7,12.3,1,0,,
FR70,1,160,0,UC,7.4,10.4,1,0,,
FR70,1,160,0,UC,8,8.1,1,0,,
FR70,1,160,0,UC,8.5,10.6,3,0,,
FR70,1,160,0,Sx,9.5,11.2,3,0,,
FR70,1,160,0,UC,10.9,13.3,2,0,,
FR70,1,160,0,UC,10.9,7.6,3,1,,
FR70,1,160,0,UC,12.7,21.6,4,0,,
FR70,1,160,0,UC,12.8,8.7,2,2,,
FR70,1,160,0,Sx,14.1,8.2,2,0,,
FR70,1,160,0,UC,15.8,17.5,2,0,,
FR70,1,160,0,Sx,19.8,9.6,2,0,,
FR70,1,160,0,UC,20.9,8.9,2,0,,
FR70,1,160,0,Sx,23.1,14.1,3,1,,
FR70,1,160,0,Pl,27.7,12.3,2,0,,
FR70,1,160,0,UC,28.7,16.5,3,<1,,
FR70,1,160,0,UC,29,10.2,2,0,,
FR70,1,160,0,UC,31.8,14,2,0,,
FR70,1,160,0,UC,35.5,14.2,1,0,,
FR70,1,160,0,UC,37,14.5,4,0,,
FR70,1,160,0,Sx,38,11,1,0,,
FR70,1,160,0,UC,38.4,10.9,2,0,,
FR70,1,160,0,Sx,39.1,14.4,2,0,,
FR70,1,160,0,UC,39.3,9.3,2,0,,
FR70,1,160,0,Pl,40.8,10.2,1,0,,
FR70,1,160,0,Sx,41.6,8.3,1,0,,
FR70,1,160,0,UC,41.7,11.2,3,<1,,
FR70,1,160,0,Pl,43.4,14.9,1,0,,
FR70,1,160,0,Sx,49.9,23.9,2,0,,
FR70,2,250,0,UC,0.5,24.7,2,0,,
FR70,2,250,0,UC,1.9,20.9,2,0,,
FR70,2,250,0,Sx,2.3,11.9,1,0,,
FR70,2,250,0,UC,2.9,8.5,2,0,,
FR70,2,250,0,UC,3.1,10.6,2,0,,
FR70,2,250,0,Sx,5.1,12.4,2,0,,
FR70,2,250,0,Sx,7.3,11.6,2,<1,,
FR70,2,250,0,Sx,7.9,8.8,3,0,,
FR70,2,250,0,UC,8.4,9.6,2,0,,
FR70,2,250,0,Sx,12.1,10.6,2,0,,
FR70,2,250,0,UC,12.7,8.9,2,0,,
FR70,2,250,0,UC,13.3,9.1,2,0,,
FR70,2,250,0,Sx,16.6,9.7,1,0,,
FR70,2,250,0,UC,19.1,12,2,0,,
FR70,2,250,0,UC,30.5,8.9,2,0,,
FR70,2,250,0,UC,32.7,13,2,0,,
FR70,2,250,0,UC,33.2,10.9,2,3,,
FR70,2,250,0,Sx,33.7,16.2,1,0,,
FR70,2,250,0,UC,33.8,18.7,2,0,,
FR70,2,250,0,UC,40,13,2,0,,
FR70,2,250,0,Pl,40.4,11.3,1,0,,
FR70,2,250,0,Sx,44.4,12.5,2,0,,
FR70,2,250,0,Sx,45.7,9.7,1,0,,
FR71,1,20,35,UC,0.6,12.7,2,1,,
FR71,1,20,35,UC,1.5,32.3,2,<1,,
FR71,1,20,35,U,3.1,23.4,3,2,,
FR71,1,20,35,UC,6.2,21,2,0,,
FR71,1,20,35,At,6.3,7.7,1,0,,
FR71,1,20,35,Pl,7.8,25.5,2,0,,
FR71,1,20,35,At,12.2,11.6,2,0,,
FR71,1,20,35,U,20.2,16.1,5,0,,
FR71,1,20,35,UC,22.2,8.3,4,1,,
FR71,1,20,35,UC,24.7,24.5,3,4,,
FR71,1,20,35,At,27.5,11.9,3,0,,
FR71,1,20,35,Ep,28.1,10.7,3,<1,,
FR71,1,20,35,At,29.9,15.6,2,0,,
FR71,1,20,35,Pl,30.1,28.7,3,0,,
FR71,1,20,35,UC,31.7,25.6,1,0,,
FR71,1,20,35,U,33,20.1,2,4,,
FR71,1,20,35,Pl,35,11.9,1,0,,
FR71,1,20,35,At,36.4,19.3,3,0,,
FR71,1,20,35,At,37,8.2,2,0,,
FR71,1,20,35,UC,37.4,22.1,2,0,,
FR71,1,20,35,At,37.7,15.1,2,0,,
FR71,1,20,35,At,37.9,10.1,1,0,,
FR71,1,20,35,At,38.9,23.4,2,0,,
FR71,1,20,35,Pl,39.8,9.4,1,0,,
FR71,1,20,35,UC,40.3,9.5,2,0,,
FR71,1,20,35,UC,41.1,15.6,2,0,,
FR71,1,20,35,UC,41.6,16.9,2,0,,
FR71,1,20,35,At,45.6,10.2,3,0,,
FR71,1,20,35,UC,46.6,23.9,2,0,,
FR71,2,110,22,At,0.4,8.9,1,0,,
FR71,2,110,22,Ep,1.4,13,4,0,,
FR71,2,110,22,UC,2.3,21.5,2,1,,
FR71,2,110,22,U,5.6,8.8,2,3,,
FR71,2,110,22,U,6.8,26.3,2,3,,
FR71,2,110,22,UC,12.4,19.2,1,0,,
FR71,2,110,22,U,12.9,9.9,2,<1,,
FR71,2,110,22,At,14.6,8.5,2,0,,
FR71,2,110,22,U,17,29.9,5,0,,
FR71,2,110,22,At,18,17.3,2,0,,
FR71,2,110,22,UC,23.5,29.7,3,3,,
FR71,2,110,22,UC,29.7,12.1,1,0,,
FR71,2,110,22,UC,30.6,14.8,2,0,,
FR71,2,110,22,UC,31.8,10.2,1,0,,
FR71,2,110,22,At,32.5,13.1,2,0,,
FR71,2,110,22,U,33.8,14,3,2,,
FR71,2,110,22,UC,44.2,40.9,2,0,,
FR71,2,110,22,At,45.8,14.8,3,3,,
FR72,1,0,0,UC,1.5,9.3,2,<1,,
FR72,1,0,0,UC,2.2,11.5,2,<1,,
FR72,1,0,0,UC,3,8.2,2,0,,
FR72,1,0,0,UC,5.6,15,2,1,,
FR72,1,0,0,UC,12.1,11.7,2,0,,
FR72,1,0,0,UC,14.1,12.2,2,<1,,
FR72,1,0,0,UC,14.3,13.1,2,<1,,
FR72,1,0,0,UC,15.2,8.6,2,<1,,
FR72,1,0,0,UC,15.4,10.7,2,1,,
FR72,1,0,0,UC,15.7,9.3,2,1,,
FR72,1,0,0,UC,16.2,12.4,2,1,,
FR72,1,0,0,UC,17.3,9,2,0,,
FR72,1,0,0,UC,17.9,16.2,2,1,,
FR72,1,0,0,UC,18.2,14.7,2,1,,
FR72,1,0,0,UC,18.6,12.7,2,1,,
FR72,1,0,0,UC,18.8,15.3,2,1,,
FR72,1,0,0,UC,19.1,10.8,2,0,,
FR72,1,0,0,UC,19.8,15.1,2,1,,
FR72,1,0,0,UC,20.1,9.1,2,<1,,
FR72,1,0,0,UC,22.1,13.7,2,<1,,
FR72,1,0,0,UC,22.4,13.9,2,0,,
FR72,1,0,0,UC,22.7,9.2,2,0,,
FR72,1,0,0,UC,22.4,9.2,2,0,,
FR72,1,0,0,UC,23.4,13,2,<1,,
FR72,1,0,0,UC,26.7,10.3,3,0,,
FR72,1,0,0,UC,27.4,10,2,0,,
FR72,1,0,0,UC,27.7,11.6,2,0,,
FR72,1,0,0,UC,28.4,15.2,2,0,,
FR72,1,0,0,UC,28.7,10.1,2,0,,
FR72,1,0,0,UC,28.6,8.7,2,0,,
FR72,1,0,0,UC,30.1,7.9,2,<1,,
FR72,1,0,0,UC,32.1,11.1,2,0,,
FR72,1,0,0,UC,32.2,9,2,2,,
FR72,1,0,0,UC,32.6,7.7,2,0,,
FR72,1,0,0,UC,33.1,7.9,2,<1,,
FR72,1,0,0,UC,33.3,10.9,2,2,,
FR72,1,0,0,UC,34.3,17.1,2,<1,,
FR72,1,0,0,UC,35.3,13.7,2,0,,
FR72,1,0,0,UC,35.6,11.5,3,2,,
FR72,1,0,0,UC,35.9,13.9,2,2,,
FR72,1,0,0,UC,38.1,15.6,2,1,,
FR72,1,0,0,UC,40.2,13.7,2,0,,
FR72,1,0,0,UC,42.5,11.2,2,<1,,
FR72,1,0,0,UC,46.3,13.7,2,1,,
FR72,1,0,0,UC,46.6,16.8,2,<1,,
FR72,1,0,0,UC,46.8,13.4,2,0,,
FR72,1,0,0,UC,48.1,11.3,2,1,,
FR72,1,0,0,UC,48.7,11.1,2,1,,
FR72,2,90,0,Pl,2.6,11.6,2,0,,
FR72,2,90,0,Pl,7.4,7.9,2,0,,
FR72,2,90,0,Pl,7.5,17.3,2,1,,
FR72,2,90,0,Pl,8.2,12.3,2,<1,,
FR72,2,90,0,Pl,10.1,10.4,2,<1,,
FR72,2,90,0,Pl,11.3,10.8,2,0,,
FR72,2,90,0,Pl,11.9,18.7,2,1,,
FR72,2,90,0,Pl,12,8,2,0,,
FR72,2,90,0,Pl,12.2,20.3,3,0,,
FR72,2,90,0,Pl,12.6,10.9,3,2,,
FR72,2,90,0,Pl,14.5,10.2,2,1,,
FR72,2,90,0,Pl,15.4,9.7,2,0,,
FR72,2,90,0,Pl,15.9,8.9,2,0,,
FR72,2,90,0,Pl,17.2,9.9,2,0,,
FR72,2,90,0,Pl,18,8,2,0,,
FR72,2,90,0,Pl,17.8,8.2,3,0,,
FR72,2,90,0,Pl,17.9,11.1,2,0,,
FR72,2,90,0,Pl,18.3,11,2,0,,
FR72,2,90,0,Pl,18.4,8.5,2,0,,
FR72,2,90,0,Pl,18.6,7.9,2,0,,
FR72,2,90,0,Pl,19.6,13.4,2,0,,
FR72,2,90,0,Pl,19.9,14.9,2,1,,
FR72,2,90,0,Pl,20,17.2,2,1,,
FR72,2,90,0,Pl,20.1,8.4,2,0,,
FR72,2,90,0,Pl,21.1,10.7,2,<1,,
FR72,2,90,0,Pl,21.2,10.6,2,<1,,
FR72,2,90,0,Pl,22.3,9.8,2,<1,,
FR72,2,90,0,Pl,23.2,14.9,2,1,,
FR72,2,90,0,Pl,23.2,8.2,2,0,,
FR72,2,90,0,Pl,24.2,11.7,2,0,,
FR72,2,90,0,UC,25.5,8.5,2,1,,
FR72,2,90,0,UC,25.7,10.9,2,0,,
FR72,2,90,0,UC,25.8,9.2,2,0,,
FR72,2,90,0,Pl,26,14.4,2,<1,,
FR72,2,90,0,Sx,26.3,10.6,2,0,,
FR72,2,90,0,Sx,26.6,10.7,2,0,,
FR72,2,90,0,Sx,26.6,8.6,2,0,,
FR72,2,90,0,Pl,27.1,40.5,3,2,,
FR72,2,90,0,Pl,28.1,14.3,2,0,,
FR72,2,90,0,Pl,30.6,11,2,1,,
FR72,2,90,0,Pl,30.8,23.8,2,0,,
FR72,2,90,0,Pl,31.2,24.9,2,0,,
FR72,2,90,0,Sx,33.1,10.3,1,0,,
FR72,2,90,0,Pl,33.6,10.9,2,0,,
FR72,2,90,0,Pl,39.1,13.2,2,0,,
FR72,2,90,0,Pl,39.6,10,2,2,,
FR72,2,90,0,Pl,39.7,8,2,3,,
FR72,2,90,0,Pl,40.2,10.6,2,0,,
FR72,2,90,0,Pl,41.8,8.8,2,<1,,
FR72,2,90,0,Pl,43.2,12.8,3,1,,
FR72,2,90,0,Pl,46,9.9,2,<1,,
FR72,2,90,0,Pl,46,9.9,2,<1,,
FR72,2,90,0,Pl,48.5,12.2,2,0,,
FR73,1,70,"50, 45",UC,3.2,25.2,4,<1,,
FR73,1,70,"50, 45",UC,6,26.4,3,0,,
FR73,1,70,"50, 45",Sx,7.4,31.5,4,0,,
FR73,1,70,"50, 45",UC,10.1,11.6,2,0,,
FR73,1,70,"50, 45",UC,10.2,16.5,2,0,,
FR73,1,70,"50, 45",U,10.5,9.2,3,4,,
FR73,1,70,"50, 45",UC,13.9,13.4,3,0,,
FR73,1,70,"50, 45",UC,14.1,22.5,5,3,,
FR73,1,70,"50, 45",UC,22.4,13.5,3,<1,,
FR73,1,70,"50, 45",UC,23.8,22.4,4,0,,
FR73,1,70,"50, 45",U,24.8,14,2,2,,
FR73,1,70,"50, 45",UC,26.1,25.7,4,<1,,
FR73,1,70,"50, 45",UC,29.5,20.2,2,0,,
FR73,1,70,"50, 45",UC,29.5,15,3,<1,,
FR73,1,70,"50, 45",UC,32.6,20.4,4,3,45,
FR73,1,70,"50, 45",UC,33,30.9,3,0,,
FR73,1,70,"50, 45",UC,34.6,12,2,0,,
FR73,1,70,"50, 45",UC,35.4,33.5,5,3,,
FR73,1,70,"50, 45",U,35.7,9.2,3,0,,
FR73,1,70,"50, 45",UC,36.4,27.7,3,<1,,
FR73,1,70,"50, 45",UC,36.5,27.6,3,0,,
FR73,1,70,"50, 45",UC,38.3,16.9,4,0,,
FR73,1,70,"50, 45",U,38.9,16.2,3,<1,,
FR73,1,70,"50, 45",UC,40.3,15.8,2,<1,,
FR73,1,70,"50, 45",UC,40.7,10.9,3,<1,,
FR73,1,70,"50, 45",UC,41.5,17.5,5,<1,,
FR73,1,70,"50, 45",UC,41.8,25.8,3,0,,
FR73,1,70,"50, 45",UC,42,38.6,3,0,,
FR73,1,70,"50, 45",UC,43.5,9.9,4,1,,
FR73,1,70,"50, 45",UC,43.6,33.1,4,<1,,
FR73,1,70,"50, 45",UC,44.7,13.8,2,<1,,
FR73,1,70,"50, 45",UC,47.5,33.6,4,3,,
FR73,1,70,"50, 45",UC,48.4,11,3,0,,
FR73,1,70,"50, 45",UC,48.4,12.7,3,<1,,
FR73,2,160,53,UC,43.4,28.9,5,0,,line reflected from 44 to 50 m
FR73,2,160,53,UC,44.7,28.9,5,0,,
FR73,2,160,53,UC,40.7,20.1,4,<1,,
FR73,2,160,53,UC,47.2,20.1,4,<1,,
FR73,2,160,53,UC,38.7,17.5,3,3,,
FR73,2,160,53,UC,49.2,17.5,3,3,,
FR73,2,160,53,UC,34.5,9.2,4,1,,
FR73,2,160,53,UC,31.1,10.9,3,2,,
FR73,2,160,53,UC,25.6,13.2,2,3,,
FR73,2,160,53,UC,22.5,15.7,2,1,,
FR73,2,160,53,UC,20.8,13.2,5,3,,
FR73,2,160,53,UC,20.1,37.8,3,<1,,
FR73,2,160,53,UC,19.6,18.2,3,0,,
FR73,2,160,53,UC,18.2,7.7,3,0,,
FR73,2,160,53,U,14.3,18.8,2,<1,,
FR73,2,160,53,UC,13.2,29.7,3,0,,
FR73,2,160,53,U,12.4,18.5,2,<1,,
FR73,2,160,53,UC,8.4,18.2,4,<1,,
FR73,2,160,53,UC,8.2,19.1,4,<1,,
FR73,2,160,53,U,0.4,11,3,3,,
FR74,1,230,0,Ep,3.2,32.2,3,0,,
FR74,1,230,0,UC,7.4,25.7,4,3,,
FR74,1,230,0,At,14.7,11.9,3,0,,
FR74,1,230,0,U,15.3,10.3,3,0,,
FR74,1,230,0,UC,15.2,16.3,3,1,,
FR74,1,230,0,U,16.2,9.9,3,<1,,
FR74,1,230,0,UC,40.7,15.3,4,1,,
FR74,2,140,7,UD,0.8,18,4,<1,,
FR74,2,140,7,UC,13.6,10.5,3,<1,,
FR74,2,140,7,UC,14.1,22.7,4,2,,
FR74,2,140,7,UC,14.5,13,3,<1,,
FR74,2,140,7,UC,15.4,10.9,3,0,,
FR74,2,140,7,UC,16.4,15,3,0,,
FR74,2,140,7,Ep,16.4,31.7,3,0,,
FR74,2,140,7,UC,17.2,10.1,3,0,,
FR74,2,140,7,UC,19.1,16.9,3,<1,,
FR74,2,140,7,UC,20.2,11.9,3,<1,,
FR74,2,140,7,UC,20.9,12.3,4,0,,
FR74,2,140,7,UD,31.1,34.1,4,0,,
FR74,2,140,7,UC,36.1,10,3,0,,
FR74,2,140,7,UC,40.5,11,3,2,,
FR74,2,140,7,At,43.9,18,3,0,,
FR74,2,140,7,UC,44.5,11.1,3,<1,,
FR74,2,140,7,UD,45,18,2,<1,,
FR74,2,140,7,At,46.6,21.1,2,0,,
FR74,2,140,7,UC,48.5,7.9,4,3,,
FR75,1,310,35,UC,8.8,9.9,4,0,,
FR75,1,310,35,UC,23.4,15,4,<1,,
FR75,1,310,35,Pl,32.5,12.9,1,0,,
FR75,1,310,35,UC,37.8,9.8,4,0,,
FR75,1,310,35,UC,38.2,15.8,4,<1,,
FR75,1,310,35,UC,38.4,13.9,4,3,,
FR75,1,310,35,UD,49.1,12,3,0,,
FR75,1,310,35,At,49.5,23.7,4,<1,,
FR75,2,220,22,Pl,0.2,9.7,3,<1,,
FR75,2,220,22,UC,6.3,18.9,5,<1,,
FR75,2,220,22,UC,23.5,16.6,5,3,,
FR75,2,220,22,UC,26.5,17.6,4,0,33,
FR75,2,220,22,UC,27.1,13.2,5,14,,
FR75,2,220,22,Pl,32.1,10.5,3,0,,
FR75,2,220,22,UC,35.9,7.8,4,1,,
FR75,2,220,22,UD,46,12.7,3,4,,
